,site,date,stars,title,text,location
777,www.1password.com,2022-09-27T20:34:55.000Z,5,Customer support,I reached out with a question about a renewal. The response was prompt and the issue was resolved to my satisfaction.,US
778,www.1password.com,2022-09-27T19:14:38.000Z,1,Zero Support,"We are a growing startup with five employees, and 1Password will not offer support until you reach 21 employees. Instead, you are referred to knowledge bases that do not answer questions around issues outside of the ordinary course of installation and setup. I've spent ten hours trying to properly configure these accounts and continue having issues. I do not recommend 1Password for businesses with less than 21 employees.",US
779,www.1password.com,2022-09-27T18:06:23.000Z,5,Great response time and support,I had a great experience with support at 1Password. They gave me clear instructions and solved my issue quickly.,CA
780,www.1password.com,2022-09-27T17:01:17.000Z,5,Support has been very quick and helpful…,Support has been very quick and helpful every time I have tried.,US
781,www.1password.com,2022-09-27T09:18:19.000Z,5,Good support,"Good support, in less than 6 hours issue resolved. the app marvelous and a must have.",ES
782,www.1password.com,2022-09-27T01:31:36.000Z,5,Longtime user of 1Password,"Longtime user of 1Password. With every update, it gets more useful. Support is quick and they follow up on any issues you encounter.",PH
783,www.1password.com,2022-09-26T01:57:49.000Z,5,Frozen account despite paid fee.,I complained about my account still being frozen despite having paid the annual fee and the team promptly resolved the case with a VERY fast reply.,BR
784,www.1password.com,2022-09-26T00:29:04.000Z,1,"Buy vs. Rent, No thanks to renting","1Password has been a great tool for years. I bought into it when it was a standalone app, with plug ins for all the browsers.  Over time they added an online version to compete with LastPass.  Now they have forced a subscription model on all who bought their software in the past.  I don't want to pay a subscription every month or year for something I want as a standalone app. I don't care about the 50% discount they are offering me quietly and no one else online it seems from within the App on my desktop or iPhone. I just want an app, and i am happy to pay outright or it, around what I paid, after a lot of shouting, the last time. this forced march to a future where everything is rented sux. Read some history, rentiers did not fair well when pitted against entrepreneurs.  Suck me 1Password, I don't like this bending to your will.  I will seek out some open source alternative, or go back to (shudder) an encrypted spreadsheet before I pay you rent.",GB
785,www.1password.com,2022-09-25T22:29:44.000Z,5,1Password is just great,"Date of experience:   September 25, 2022",CA
786,www.1password.com,2022-09-25T16:03:06.000Z,5,Great support service,The support service is really great. They responded very quickly and helped to solve everything as fast and easily as possible.,UA
787,www.1password.com,2022-09-25T06:30:31.000Z,5,Amazing support team,"I had downloaded 1password a few months prior to deciding to give it a second try, as I Experienced the exact same issue. Unable to get the imports to show up correctly on each field. Previously, I was using Bitwarden which I was very happy with the ease of use, but it was missing some of the extra features provided by 1password.  Decided reaching out to 1PWD support team for help before giving up once again. I was provided with a few links to show me the way to manually label each field, but I just had too many passwords and the process was extremely time consuming. I replied to support team and I had a reply from a very patient rep who provided a work-around and stayed with me every step of the way.  This was extremely thoughtful and helpful, the rep was committed into helping me get a fair chance at experiencing the product, the way it was designed to be experienced. To date, it has become my Go To password manager, very reliable. Thank you 1PSWD.",US
788,www.1password.com,2022-09-24T21:34:25.000Z,5,Totally Recommend 1Password's Support!,"I've happily used 1Password for a few years, so this isn't the first time I've contacted 1Password Support, and probably not the last. I know Support will save my sanity when I mess up on my computer. This time it involved the upgrade from 7 to 8 and, as often happens, I missed a vital instruction. I contacted Support and within a few email conversations over a few days, everything was up and running correctly with 8.  I want to thank the men and women at 1Password Support for the quick responses, friendly exchanges, and finally, the understanding and easily understandable ""fixes"" for my issues.  What a great, 5-star crew!",US
789,www.1password.com,2022-09-24T15:24:12.000Z,5,Great help,Great help Tasha from 1Password support helped me upgrade my standalone account to a new subscription family plan...in the process discounting the subscription 50%.,US
790,www.1password.com,2022-09-24T13:15:22.000Z,5,Good Support,The support from the support team was very good. My emails were answered quickly and a solution was found.,DE
791,www.1password.com,2022-09-24T10:56:15.000Z,5,Getting student discount,My free trial was coming to an end but I heard there was a student discount. Zoe helped me verify my student email so that I could benefit from the discount and continue my subscription. Great communication and very efficient! Loving 1Password so far.,GB
792,www.1password.com,2022-09-24T03:40:26.000Z,4,0922 it was a good experience i believe…,0922 it was a good experience i believe my information will be save,US
793,www.1password.com,2022-09-23T21:45:42.000Z,5,Very helpful kind friendly folk :),"Date of experience:   September 23, 2022",GB
794,www.1password.com,2022-09-23T15:59:30.000Z,5,Knowledgeable and helpful.,Knowledgeable and helpful. Alvin stuck with the problems I had until they were resolved.,US
795,www.1password.com,2022-09-23T09:13:58.000Z,5,Billing solved very promptly,I had problem with billing. Service support was very quick and polite I felt like valuable customer. Thank you.,CZ
796,www.1password.com,2022-09-23T00:49:55.000Z,5,I had a technical question,I had a technical question. you got back to me right away and solved my issue first time.  Very appreciative.,US
797,www.1password.com,2022-09-23T00:10:06.000Z,5,The best password app ?,This is a fantastic app for saving and retrieving all those passwords - plus prompt and useful support from them when you need it (which probably isn't very often).,AU
798,www.1password.com,2022-09-26T13:33:33.000Z,3,Password 7 was perfect,"Password 7 was perfect. Version 8 is non-intuitive, filled with complications synchronizing stand alone and mobile devices, thoroughly opaque and after a full day of trying to make it work, and multiple requests for support, and filling in my ""secret key"" many times, a pretty unpleasant upgrade. Update: It took much longer than it should have to synchronously balance version 8 on iPhone, iPad and computer, and i miss the reliable simplicity of version 7, but it works.",US
799,www.1password.com,2022-09-22T20:03:54.000Z,2,Upgrade attempt,I have tried to upgrade to IPassword 8 from 7 but cannot get the key.  Have it on my IPhone and attempting to get on my Windows computer but without any success,BM
800,www.1password.com,2022-09-22T19:13:12.000Z,5,I got hacked,I got hacked. And I'm getting help Rn,CA
801,www.1password.com,2022-09-22T17:53:02.000Z,5,god！！！,"It is the best password management tool I have ever used, thanks to the careful design of the development team. I will always support",BR
802,www.1password.com,2022-09-22T17:03:54.000Z,2,Lost ability to show favorites per vault...,"New version lost ability to show favorites per vault... Now it can only display ALL vault favorites, really bad change, not sure why they would do this.",CA
803,www.1password.com,2022-09-22T19:40:49.000Z,4,Helpful without too much upselling,"I really appreciate how the people at 1Password tried to help me solve my issue without a heavy handed upselling to the subscription model.  I respect companies more and will be more likely to spend money there in the future when their help is open and not tied to trying to sell me more.   The response time was fast in the beginning but definitely slowed down. That was ok.  For my final solution, I ended up figuring it out by myself and I thought your rep could have told me the answer, BUT I'm not sure of that and basically I appreciated all the help I got. It got me started on the path to figuring it out.  Thank you! ***** I didn't know that this would be an ONLINE review. I thought it was just feedback to the company.  Overall I love 1Password so I don't want to downplay that they are a good company and helpful!",US
804,www.1password.com,2022-09-22T05:31:00.000Z,5,OnePassword can get complicated so a…,OnePassword can get complicated so a guiding hand is an essential,ZA
805,www.1password.com,2022-09-22T03:10:46.000Z,5,I had a question regarding billing on a…,"I had a question regarding billing on a new account. I finished my 14 day free trial and planned to purchase a one year subscription to 1Password. I had started my trial using a 50% off for a monthly family account. When I went to enter my credit card info, I was being charged the full price for a family plan. During a chat session, I was told that the discount would be on the invoice and not on the credit card screen.",US
806,www.1password.com,2022-09-21T22:56:24.000Z,5,Prompt and succinct,"Ali Hazime, Customer Support, was very prompt and succinct in their help to resolve an access issue between 1Password and MS Authenticator They did a great job!",US
807,www.1password.com,2022-09-21T21:29:27.000Z,5,Excellent & Responsive Support,"I got very responsive service handling a question on the end of my trust and where I had already set up a payment method, but was continuing to get emails telling me the trial was expiring and I needed to set up a payment method. Jenn was fantastic with support that clarified I was all good, just a system issue on repetitive emails. This is a GREAT product and my 1st support experience was equally as good!",US
808,www.1password.com,2022-09-21T21:14:33.000Z,4,App keeps you safe and organized but sometimes it's finicky,"1password is an app I have used for many years now and is a trusted, secure, and efficient tool I can't operate without. Sometimes the UI is a bit wonky, and when I go to the Help Center FAQ articles to troubleshoot (or contact the Support team), the screenshots don't always look like my app which makes problem solving difficult.",US
809,www.1password.com,2022-09-21T20:31:26.000Z,5,I don’t think I can live without…,I don’t think I can live without 1Password.  I highly recommend it to everyone especially when I see them struggle to remember passwords or have to dig up a post it note.  Everyone needs this to manage the many passwords in our daily lives. I don’t feel secure using search engines or icloud to store them either. 1Password is the only way to go...,US
810,www.1password.com,2022-09-21T19:58:10.000Z,5,Until I was directed to Laura Rooke,"Until I was directed to Laura Rooke, I was growing increasingly exasperated with Support interactions involving the transition from 1Password 7 to 8. I still believe that much on the cut-and-paste instructions I received were seriously flawed with indefinite references, ambiguity, and vagueness. Also, I think I went through six or seven Support personnel before I was finally directed to Laura, who stayed with me step-by-step and quickly clarified any source of misunderstanding I encountered. Using 1Password 7 I was a loyal, product-confident, and happy client. Product confidence went to zero before Laura. Since Laura I'm back at loyal, product-confident, and happy. My wife is happy, too, which is a relief to me.",US
811,www.1password.com,2022-09-21T19:13:28.000Z,5,Excellent Response and Support,"My questions were pretty basic but the support team handled them quickly, politely and thoroughly.  They also cleared up a number of misunderstandings about how the product worked and where the data is stored.  It was an excellent support experience.",CA
812,www.1password.com,2022-09-21T18:57:38.000Z,5,I was initially bummed about the…,"I was initially bummed about the password not being able to be reset.  However, the link to the password help website did jog my memory.  I gave feedback that my issue was simply because I didn't connect that my Master Password to access the account was the same password I had to use every time I accessed my vault.  I literally type that dozens of times per day so adding a note to the ""Lost Password"" website that these two are one in the same would also likely jog someone's memory.  I felt like a pleb not realizing this myself!  The help was excellent though, and I really appreciated it!",US
813,www.1password.com,2022-09-21T18:50:54.000Z,5,I am brand-new to 1Password and was…,"I am brand-new to 1Password and was nervous about setting it up, and across the arc of a day I sent in three emails with two questions apiece. Each time I got a clear and quick reply. I totally felt guided through the process, and immediately realized 1Password was one of those rare sites with excellent customer support. I am so grateful.",US
814,www.1password.com,2022-09-21T18:33:06.000Z,5,Thank you for the fast and professional…,Thank you for the fast and professional reply to my request. Very helpful,DE
815,www.1password.com,2022-09-21T17:25:58.000Z,5,Great program...,"Great program...haven't really tapped it for all it has, but it is terrific.",MX
816,www.1password.com,2022-09-21T15:57:17.000Z,3,Gets worse with every major release,"1Password user for over 10 years. What started as a well build native Mac application has grown to a bloated web app of almost 600MB in size. No longer available in the App store, you have to downoad it and install it, requiring admin permissions. Also, storing your secrets locally is no longer possible, you have to trust they’re safe in the cloud. It is clear where this app is going, and that’s not the direction I’m going. Actively seeking another password manager to replace 1password.",NL
817,www.1password.com,2022-09-21T15:52:43.000Z,5,The support team helped us resolving an…,The support team helped us resolving an issues with having dual accounts that were not intended. The conversations were to the point and courteous. Excellent service.,US
818,www.1password.com,2022-09-21T14:24:35.000Z,5,The BEST Customer Service!,"1Password bar none, has the greatest customer service in the industry. They ALWAYS nail if. I wish more customer service teams were like them. Life would be way less frustrating.",US
819,www.1password.com,2022-09-21T04:48:33.000Z,2,Complicated and inconsistent,"Complicated and inconsistent! Why are two apps necessary, one for my computer and another for the web browser. Even when logged onto my computer app, it still requires me to login to the browser one to fill-in passwords.  Sometimes it does not prompt to create new passwords.  Sometimes it does not save password even when it generates one, requiring one to reset their password.  When it works, it’s great…but it’s inconsistent!",US
820,www.1password.com,2022-09-21T03:06:43.000Z,5,Josh Davila -- great support person ...,"I can't thank Josh enough for the hours he spent helping me try to make v8 work. His efforts deserve 5 stars. He had good, clear suggestions, and was patient with each quirk I discovered. My only regret is that we could not make v8 work consistently and so I have reverted to v7. The softaware gets only 1 star. I liked the new features -- but not enough to struggle with having to always re-enter information or have to manually sign on to certain sites.",US
821,www.1password.com,2022-09-21T00:00:06.000Z,5,Very prompt and helpful responses.,"Date of experience:   September 20, 2022",US
822,www.1password.com,2022-09-20T20:00:10.000Z,5,"Fast replies, solved everything","Fast replies, solved everything. Asked for help changing my subscription to a family subscription and everything was resolved within 30 mins.",DK
823,www.1password.com,2022-09-20T16:01:37.000Z,5,Whenever I ask 1PW for help or advice…,Whenever I ask 1PW for help or advice they are always they were always quick to answer with helpful advice. This time it was a simple request to share a vault to a relative in an emergency but in the past it has been more complicated and they still gave the same quick and helpful support.,US
824,www.1password.com,2022-09-20T08:18:30.000Z,5,End the chaos of forgetting every password,"UI are designed very well, easy to use even for those with minimum tech experience/skills. Save me from the fuss of remembering and forgetting password for every accounts! Would highly recommend to my friends and colleagues.",HK
825,www.1password.com,2022-09-19T21:23:46.000Z,5,Brilliant App,Brilliant app to keep all your passwords as I have so many for personal and work I forget them,GB
826,www.1password.com,2022-09-19T20:47:59.000Z,5,I received support for changing my account type from an Individual Plan to a Family Plan.,I received support from Nate almost immediately after submitting a request. The message was extremely clear and actionable.,US
827,www.1password.com,2022-09-19T20:25:26.000Z,5,Very friendly & app is well constructed,"Very friendly, support for free journalism. I feel much more safe. The app is very comfortable.",DE
828,www.1password.com,2022-09-19T20:19:59.000Z,5,Great and fast service :),"Date of experience:   September 17, 2022",FI
829,www.1password.com,2022-09-19T19:35:59.000Z,5,Josh was very patient and helpful,"Josh was very patient and helpful.  He could not have been nicer.  Don't hesitate to send 1Password an email you have about an issue with their product. Highly recommend it as the software does a great job, and the company has terrific support.",US
830,www.1password.com,2022-09-19T14:14:30.000Z,5,Amazing support. Issue resolved.,"After upgrading to 1Password 8, the app would only launch in one user account on my computer. I contacted support and went through some troubleshooting steps. We downgraded to 1Password 7 and everything worked fine. We then upgraded to 8 again and did a workaround through Terminal which resolved the original issue. It seemed there was a permission issue they are working to resolve with the next update, but this let me keep on using 1Password 8 until then.  The entire interaction was handled by one support representative which seems rare nowadays. By having only one person helping you, it a much more personal experience. You feel your issue is important, even if it’s not that big of one.  The prompt replies from 1Password also allowed for a quick resolution, and every troubleshooting step was explained in extreme detail. This made if feel like they were right beside you while working through the issue.  I can’t express the gratitude I feel for this experience. You usually don’t have interactions like this with any support teams. In the chance that you do, it changes your view of that business and keeps you loyal with their product. I’ve been a 1Password user since around 2008, and every interaction I’ve had with them has always been amazing.",US
831,www.1password.com,2022-09-19T20:57:09.000Z,1,Installation program gave exception and…,Installation program gave exception and crashed after I entered password. Note that tried multiple times and then downgraded back to version 7 and got it working again.,US
832,www.1password.com,2022-09-18T04:39:08.000Z,5,My issue was addressed and resolved…,My issue was addressed and resolved quickly.,IN
833,www.1password.com,2022-09-17T18:15:21.000Z,5,ich finde 1 Password gut,ich finde 1 Password gut mein Name ist Droppelmann,DE
834,www.1password.com,2022-09-17T17:34:35.000Z,5,Quick and helpful,Quick response and very helpful.,JP
835,www.1password.com,2022-09-17T17:26:54.000Z,2,"Not happy with all the changes. Some good, most bad","The most recent update has so many unnecessary things that take more steps than before, change the easy to navigate list, didn't give an option to view the original view. They did make the search option work after over a year of suggesting it. It does give the autofill option in the login / PW box now which is better, but the rest wasn't worth it. Also when i do have a problem and email support, it always takes 24 hrs at least for response, then i reply which takes another 24 hours, and so on. It took a week to get answers to all the changes in ver8. When you were a new company i could get a response in hours, now it's ridiculous.",US
836,www.1password.com,2022-09-17T13:54:39.000Z,1,Very confusing experience on windows,Very confusing experience on windows. Far from intuitive. Many issues with trying to get passwords filled in.,AU
837,www.1password.com,2022-09-16T22:47:43.000Z,5,NICELY DONE to the Support Team At 1Password!,"I would like to thank the 1Password Support Team for the *SUPERB JOB* they did assisting me with migrating several YEARS worth of 1Password vault data that I was using with my 1Password 7 and iCloud in to the beautiful new 1Password 8 iOs and Mac apps. I had read several different ""how to"" pieces but just didn't feel comfortable taking a change of losing my valuable vault data.  Tasha with the 1Password Support Team took the time to write me a very detailed set of instructions to ensure all my data was transferred in a SAFE MANNER with no losses.  I did exactly as TASHA said and transferred my vault data with NO ISSUES.   Thank you so much for taking care of me!!  I've been a 1Password user since it was first introduced years ago and LOVE the program.  NICELY DONE to all of the folks on the 1 Password Support Team!!  Thank you!",US
838,www.1password.com,2022-09-16T21:47:02.000Z,5,Excellent support,"Excellent support, timely and clear.",US
839,www.1password.com,2022-09-16T13:15:45.000Z,5,Wonderful tool,Wonderful tool. The only thing that bugs me is the keyboard combination shortcut that does not seem to work in my browser.,DE
840,www.1password.com,2022-09-16T07:09:13.000Z,3,Why is MAC v8 not being downloaded from…,Why is MAC v8 not being downloaded from AppStore?,IN
841,www.1password.com,2022-09-16T04:37:28.000Z,5,Forgot my password,"Date of experience:   September 15, 2022",US
842,www.1password.com,2022-09-16T02:47:12.000Z,5,Wowed,"Wow, the team really helped me out, explaining what needed to be done with such clarity. Sometimes it’s hard to admit that you’ve done something stupid and then throw yourself to the mercy of “support”, and so just know that they made it easy and also didn’t make me feel like an idiot! Thank you!",US
843,www.1password.com,2022-09-16T01:57:00.000Z,1,Designed by nerds for nerds. Nobody else.,"A nightmare to integrate with Mac browsers, Iphone, emails. Clunky interface, too many steps to do anything. Designed by nerds, for nerds. Tired of wasting time trying to manage it.",US
844,www.1password.com,2022-09-15T22:49:27.000Z,5,Tasha was wonderful to work with,"Tasha was wonderful to work with.  She made the transion from 1Passord 6 to 8 a breeze, as well as offering the discount.",US
845,www.1password.com,2022-09-15T14:48:21.000Z,5,I appreciated to advice on my 1Password…,I appreciated to advice on my 1Password updates.,US
846,www.1password.com,2022-09-15T02:12:12.000Z,5,I was failing every attempt to login to…,I was failing every attempt to login to my 1Password account through the app. The three reps from 1Password that answered my the separate emails were very courteous and patient and made me realize what the issue was with my login. I can now fully access my account through the app with no issues.,US
847,www.1password.com,2022-09-15T00:16:22.000Z,5,Best in class password manager!,"Best in class password manager! I'm using 1Password for now 5 years and it has been a great experience, switching to my Mac and PC, but also all my mobiles devices. I know when something wrong about that particular one password that was used on an hacked website... 1Password is telling me to change it! So I'm glad to have it anywhere, anytime.",FR
848,www.1password.com,2022-09-14T23:29:30.000Z,5,fast reply and very informative,"Date of experience:   September 14, 2022",US
849,www.1password.com,2022-09-14T21:11:21.000Z,5,I was delighted with the prompt…,"I was delighted with the prompt response, including follow ups,",US
850,www.1password.com,2022-09-14T10:33:43.000Z,5,Rapid response to my enquiry,"Rapid response to my enquiry, and issue now resolved.",GB
851,www.1password.com,2022-09-14T00:50:34.000Z,5,Zahra Rasool was responsive and helped…,"Zahra Rasool was responsive and helped me resolve confusion in my upgrade to the Family Plan. Thank you, again, Zahra!",US
852,www.1password.com,2022-09-13T23:39:31.000Z,5,1Password FTW,"I've been using 1Password for many years now, and recently my company started using it for our team's password manager.  I had an issue with Windows Hello not working in my Edge extension and Josh at 1Password Support helped sort me out by pointing me towards an Edge policy that was preventing the integration with the 1Password for Windows desktop app from working correctly.  If anyone is having issues with this, ensure NativeMessagingUserLevelHosts is set to true in edge://policy and it'll be like magic!",CA
853,www.1password.com,2022-09-13T21:16:12.000Z,5,Great support,"Had a problem which in the end I managed to sort myself. However 1Password responded instantly to my initial email and then did follow up emails to make sure everything was ok. Their support service is excellent, not the first time I have asked for help but always excellent response and extremely helpful emails. Great stuff.",GB
854,www.1password.com,2022-09-13T19:45:22.000Z,4,All though 1Password was not what I was…,"All though 1Password was not what I was looking for, I must express my great appreciation to the Customer Service Representative that dealt with getting a refund processed with a minimum of hassle. If all their Customer Service Reps are as helpful as the one I dealt with, the company is in good hands. The rep's name is Kaley Laframboise-Renaud. Thanks again for your help Gerry Sherman",US
855,www.1password.com,2022-09-13T16:53:19.000Z,5,Migration issues to Mac Studio,"Excellent and very helpful suggestions which allowed me to quickly resolve all issues with1Password during my migration to a Mac Studio computer from an older iMac.  In particular, there was a very prompt response to my concerns with some responses even on Sunday.  Specifics of my problem involved 1PW not opening after my first migration attempt; and the difficulty in getting an Apple Silicon version.  For some reason the installer initially installed an Intel version requiring Rosetta.  With help from 1PW, I received excellent guidance on how to get the Apple Silicon version installed.   Everything is now working well.  1PW is an excellent program which I have been using for about 11 years. Keep up the great work to make 1PW the leader in password management.",US
856,www.1password.com,2022-09-13T15:41:25.000Z,5,I had an inconvenience with 1password…,I had an inconvenience with 1password and I contacted support and they fixed it the same day. I thought this was great.,JP
857,www.1password.com,2022-09-13T15:15:23.000Z,5,My wife and I have been 1Password…,My wife and I have been 1Password users. When new version was launched we were on the fence because of new purchase requirements. Contacted 1Password and were treated with complete respect and given a pass for a limited time on purchasing options. Fixed budget and they cared!!! Awesome support!!,US
858,www.1password.com,2022-09-13T13:17:44.000Z,5,Professional help!,"Date of experience:   September 12, 2022",PL
859,www.1password.com,2022-09-12T23:52:22.000Z,5,This is where I write my review,This is where I write my review. This is by far the best password manager available today imho. I’ve been using it for many years and just updated to Password 8.,CA
860,www.1password.com,2022-09-13T15:11:35.000Z,5,Quick and Friendly Service,We needed to change the billing information in our family account. The customer service representative resolved my issue quickly and was very friendly and helpful.,US
861,www.1password.com,2022-09-12T22:42:49.000Z,5,Best service,Best service! I really like it and recommend!,IT
862,www.1password.com,2022-09-12T20:45:39.000Z,5,Exemplary customer service,Really fast and professional customer service. My (rather complex) inquiry was solved within a few hours,DE
863,www.1password.com,2022-09-12T20:22:17.000Z,5,Quick and friendly support,"I had a problem with my family account and filled the support request form on the website. The first response came very quickly (after only a few minutes), and it contained all the information I needed. After exchanging a few more emails, I received all the help I needed to resolve the problem.",FI
864,www.1password.com,2022-09-12T20:14:30.000Z,5,Payment/Billing Issue,"Had some payment/billing issue, it got resolved thanks to 1password team! They were quick in reverting back to queries.",IN
865,www.1password.com,2022-09-12T19:59:04.000Z,5,Refund for wrong billing,I was billed for a deleted account and contacted support to resolve the matter. The assistance was great and speedy and I was refunded during the same day 👌,FI
866,www.1password.com,2022-09-12T17:51:51.000Z,5,Excellent Product and Customer Service,"Absolutely excellent company and excellent password protections services. In the middle of the night, I realised that I needed the family plan and not the individual plan. I e-mailed customer services and within 20 minutes they e-mailed back and refunded my app store transaction and moved me to the family plan and even applied the special discount rate that they were applying. The process was seamless and customer services were incredibly polite and patient with me (Thank you to Kaley and Karen). The software is ace and better than the competitors in my honest opinion.",GB
867,www.1password.com,2022-09-12T09:15:45.000Z,5,Quick Response from 1Password support team,I emailed support for a problem and Muhammad helped me very promptly. Great service.,VN
868,www.1password.com,2022-09-12T05:59:13.000Z,4,Switch individual account to families,"I wanted to switch my 1password individual account to families. But because I had originally subscribed through Google Play services, this was not possible. And so I had to contact customer support. The team was very courteous and the response to my queries were decently quick. There was a lot of to and fro because of technical issues but got my issue resolved.",IN
869,www.1password.com,2022-09-12T05:43:27.000Z,5,Quick and efficient help,Quick and efficient help.  My question asked in the morning received the necessary answers in a few hours the same day.,BE
870,www.1password.com,2022-09-12T15:55:59.000Z,4,a tip to have happy customers,"there are a lot of companies that advertise after the customer pays for the service.  I know it's maybe a pain, but I believe, in the near future, we'll see good companies try to put more bots in affirming your subscription.  if you have a bad memory like me,  you don't want to have 4 accounts of every app, and a password with it.  And having the passwords after face and fingerprint is really taxing for some, the bot reading this agrees with me, lol.  Also, I would imagine that it's a little pain to switch bots, or however you phrase it.     I'm not a big complainer,  I wanted to start a page like password, I even started researching about when your site got going.  i apologize for non shalant message, ill subscribe after I'm getting a steady paycheck.  I've been out of work for a year.  Help everyone with passwords. You guys arent as bad as some.  windows virus bots take the cake on that.  Thanks Adam",US
871,www.1password.com,2022-09-11T14:30:30.000Z,5,Great customer support,"Great customer support, very responsive and friendly.  Thank you for your help, Kaley!",US
872,www.1password.com,2022-09-11T01:54:14.000Z,5,Golden!,I Love It! Those passwords made them locked! With 1Password it is cool that there are ‘emergency kits’ so you can recover your account without a single robber! I really want you to try it.,AU
873,www.1password.com,2022-09-10T23:53:32.000Z,5,Excellent customer support,Excellent customer support. I've been a customer for approximately 15 years. 1Password is one of my must have apps/services.  The customer support at 1Password has always been great and I'm happy to see it continues as they grow exponentially.,US
874,www.1password.com,2022-09-10T14:28:36.000Z,5,Thank you.,"Told me how to add a Sourcenext promotion. In addition, the quick response was very helpful! I am Japanese,apologize for my poor English.",JP
875,www.1password.com,2022-09-10T14:19:55.000Z,5,Very helpful,"Very helpful, friendly and professional support. Thank you!",DE
876,www.1password.com,2022-09-10T10:35:53.000Z,5,Outstanding (professional all the way),Smooth and very prompt communication with professional understanding and solution at hand.  Just the way the software itself works !,RO
877,www.1password.com,2022-09-10T04:22:41.000Z,5,excellent customer service,"excellent customer service.  the answers to our needs are clear, precise and fast.  1Password is a great product.",CA
878,www.1password.com,2022-09-09T22:35:40.000Z,5,Complicated issue that was resolved!,"I was using an extremely old version of 1Password (version 5) and I wanted to update to 1Password 8.  So I downloaded it and paid for it, but I guess you can't convert 5 to 8, so I downloaded and paid for 1Password 7.  Well...I made a mess of everything and Laura R helped me through the process of getting everything updated and credited back for the overpayment.  The complicated issue was resolved!  Thanks for working with me!  I recommend 1Password to everyone.",US
879,www.1password.com,2022-09-09T19:03:26.000Z,5,Great software and dito service,"Date of experience:   September 09, 2022",NL
880,www.1password.com,2022-09-09T18:12:10.000Z,5,One of best password protection app…,One of best password protection app with high level of security and diverse built-in feature almost to user's every need. Been using it gor more than 5 years now and quite happy with this service.,PK
881,www.1password.com,2022-09-09T11:42:04.000Z,5,perfect support!,It is a good experience how David helped me. He promptly and conscientiously identified my problem and provided me with easy to understand instructions to get everything working well again as usual! This is what good customer service must be like! Thank you very much!,DE
882,www.1password.com,2022-09-09T07:01:21.000Z,5,An offer I couldn't refuse.,"As a long term user of Lastpass and experiencing some annoying inconveniences which were clearly not being addressed, I read some password manager reviews; 1password was highest recommend, and the mose expensive, as I recall. I decided to opt for a 14 day trial, which for me, a busy, old, grumpy, arthritic and technically  imcompitent creature,  proved insufficient time to attain an adequate degree of confidence to switch from a long term and proven operational system which I knew well how to operate. When I explained this to 1Password's Ms Julia V., they apparently had no hesitation in extending the trial period to about 4 (four) months; I found this to be most surprising,  understanding and professional. Within about 3 or 4 weeks I had attained a sufficient level of confidence with 1Password the make the switchover with ease and conviction. When I informed the 1Password people that I was ready to switch and pay without delay, they graciously maintained the full feeless trial period. Further, as I opted for a 'family' plan because that choice sat comfortably with me, I asked weather or not the 1Password people would agree to me inviting a friend to have a trial period (of unspecified length) as one of my 'family' members, obviously isolated from my information with his own 'personal' vault and benefits. They agreed enthusiastically and immediately. This demonstrates a great company attitude and it enthuses me with confidence which is reflected in their product. It is also a face saver for me as I had tried my password-frustrated friend to try Lastpass; oh how I continue to regret that. A path to redemption has been provided by 1Password. Full marks to 1Password, Julia V, and, of course, the complete management of 1 Password. Sincerely, Peter Kelly.",AU
883,www.1password.com,2022-09-08T21:25:00.000Z,5,Excellent service - thank you!,"Very fast, friendly and easy to follow detailed instructions to get my question solved in almost immediately. Excellent service - thank you!",FI
884,www.1password.com,2022-09-08T14:05:40.000Z,5,Billing issue …,I had several contacts with customer service interacting with different people. They there always aligned and proactive in find solutions to my issue,IT
885,www.1password.com,2022-09-08T11:36:11.000Z,5,"Personal help, Very helpful","I had been trying to solve my log in problems for a few days, decided to write email and see if I could get ""personal"" help.  Received reply within a few hours, with different steps to solve my problem.  And one of the tips indeed worked.  Could not have done that with the online suggestions.  VERY professional and kind way to help your 1Password clients.  Thank you!",NL
886,www.1password.com,2022-09-08T08:47:35.000Z,5,Awesome experience,"Quick, kind and helpfull. I love the way you treat your customers.",DE
887,www.1password.com,2022-09-08T07:30:14.000Z,5,Lightning response,Lightning response and very quick solution. LIZ was very helpful and professional in the communication,IN
888,www.1password.com,2022-09-07T22:38:03.000Z,5,Very quick and efficient service,Very quick and efficient service when I needed to switch from a single Apple App Store subscription to a direct Family subscription.,GB
889,www.1password.com,2022-09-07T22:11:44.000Z,5,Support was great,"Support was great. Questions answered in a professional, concise and understandable way. Provided work arounds for certain things that were not possible because they were programme specific. This may not always be the case but I had the same support person all the time, to me that is a winner. There is nothing worse than trying to converse with a robot or having to regurgitate the same things to different person every time.",GR
890,www.1password.com,2022-09-07T19:11:19.000Z,5,Best password manager around,Best password manager around! Highest security ever! Highly recommend!,US
891,www.1password.com,2022-09-07T18:23:38.000Z,5,Had a question for one of our users who…,Had a question for one of our users who uses 1Password and how they could go about exporting their passwords. Reply from support was very quick.,US
892,www.1password.com,2022-09-07T15:27:03.000Z,5,I have used 1Password for a few years…,"I have used 1Password for a few years now,  and every time I have a problem,  support is excellent and timely!  Kester D. is the latest support person who has helped me very much with his patience and perseverance in helping me resolve my problems with Touch ID on my devices!  I strongly recommend 1Password to anyone - membership fee is very reasonable,  and support is excellent!",US
